Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SNX9	753.1504344384042	0.3471911048817643	0.26496352992573047	1.3103354449538105	0.1900823816673286	0.6559244757946572
RFNG	776.6518254447361	0.39913946809513173	0.3023090155175669	1.3203028940826878	0.1867339097181504	0.6517371701329109
S100P	770.076385797713	-0.7703604209542717	0.29857136968654435	-2.580155028806131	0.009875596994527565	0.15784382126198993
MRPL55	771.1894197278494	-0.20394720830401594	0.2882460970370501	-0.7075454287167722	0.4792275919056078	0.8642373597687317
DTX2	770.1350034412498	-0.34155684181898643	0.2841977847533148	-1.2018279527247533	0.22943019303903167	0.699172643609065
LETMD1	764.8651071638892	-0.09559716553586015	0.24358477401644338	-0.39245952839977916	0.6947187092716635	0.9379877292911829
NDUFS7	772.6971063328111	-0.15232885551426584	0.298924316112182	-0.5095900443813309	0.6103387000610612	0.9136930673962042
SEM1	752.6897179303106	0.007482585369189432	0.2724173995193829	0.027467354810635124	0.9780869771055408	0.9979295603295879
	758.4850151785175	0.5814210958183663	0.3163555824091119	1.8378720912421613	0.06608125546934962	0.42527370315162866
RAB5A	745.5509435506159	0.22234731423699894	0.32364423950777094	0.6870114993400345	0.4920754819885157	0.8687880935534723
RALGAPB	748.8973159559736	0.3015815517659181	0.28158959908306413	1.070996772423248	0.2841708808890827	0.7458419712525365
LRSAM1	769.0892859004147	0.33276759800190137	0.2728241745287059	1.2197144867266458	0.2225731279218035	0.6914058932795042
MRPL47	748.1943621956916	-0.09945753902063464	0.31915389447711223	-0.3116287807911024	0.7553226587859487	0.9495635661466959
ARHGAP21	737.9806307258658	0.6631266931184993	0.365821486678998	1.8127056973566493	0.0698772252912578	0.4329820722123057
GGT5	768.509046628864	0.0331877046860066	0.2878359711157362	0.1153007546532887	0.9082067402262723	0.9844556167577723
NTAN1	760.4406889550177	-0.2694475964981255	0.24971758212038397	-1.0790093120805169	0.2805835764605561	0.7426726641283086
PTPN12	738.5486816429187	0.3651527592766711	0.37007612010451457	0.9866963563429787	0.3237915168419637	0.7769390906045237
RNF130	757.0024452281303	0.22481334286675209	0.23549042425008865	0.9546602312287756	0.3397495472476917	0.7889966895420791
TNS2	768.7566636472865	-0.1777640186346777	0.2918453751399528	-0.6091034286544097	0.5424558851076551	0.8889578173864415
ZNF217	741.9140389800265	0.35117091524904415	0.3271557291740781	1.0734059774395321	0.28308900376134594	0.7451849829665802
IL18	751.8973731928551	-0.3491581722693286	0.2543843037460117	-1.37256177809596	0.16988862108372227	0.6308764261874004
LLGL2	771.499195650162	0.6451963465295549	0.2966361614724638	2.1750427976376283	0.029626909396156528	0.28949263128133396
UBIAD1	764.3546611084212	0.47375634374745695	0.25972206297189326	1.8240897146990789	0.06813851021613944	0.430755613764532
CMSS1	746.7353967333229	0.23209170007014535	0.28804603084014946	0.8057451768843993	0.4203897947768177	0.832489087907732
MFSD3	768.4801358945215	-0.38104700717458345	0.3274956060059556	-1.1635179226424615	0.24461943073565395	0.7122648543370607
BLMH	751.4081453173458	-0.36392801262476954	0.2507819790261497	-1.4511729034039638	0.1467317200962851	0.5955711406565435
MKRN2	748.9777039418929	-0.06182658017079944	0.24894266204835147	-0.24835670857729894	0.8038584259376151	0.9600924486774955
IDS	746.5053908542164	0.10033605149963717	0.2640460350489612	0.37999453951668766	0.7039494685150088	0.9390772346182189
RPS27AP16	751.8279127527339	0.3660752010698712	0.23805145208270923	1.5377986475910304	0.12409785438094031	0.5590618698613814
DUSP23	769.0853368264867	0.1986190369415192	0.3277210116699206	0.6060613444632216	0.5444740186505224	0.8896726862900024
KMT5A	748.7231906432829	-0.058371567569793364	0.250582145730931	-0.23294384122830256	0.815805014333319	0.9626629973814421
SYAP1	740.5979356644667	-0.025773556363185998	0.31095988155140836	-0.08288386345723854	0.9339438849839029	0.9894608004930318
REEP3	735.5942685415012	0.9181815097426725	0.3393892352149752	2.705393732246929	0.006822347279316059	0.12711234154131912
RPS27L	747.0865665540914	0.2326617120460434	0.2674439536605261	0.8699456796894622	0.3843300903535116	0.8153417836626974
BCL7C	760.0788397112277	-0.2785196404827983	0.2697578872654877	-1.032480063163779	0.30184728254956383	0.7601818870368624
THAP11	757.6434359699991	-0.16884756023228653	0.26260684525241806	-0.6429670942887648	0.5202454517884721	0.8775178778942757
RAB11FIP1	751.6438502228872	0.2899599319307553	0.2481038465252615	1.1687038955328415	0.2425229519176898	0.7117352806439634
SAMD1	757.658436256614	-0.5296293907476621	0.2675219330545699	-1.9797606300924373	0.04773043216470984	0.3643908231917078
NTPCR	757.57728730161	-0.2480879757492881	0.2651638758449827	-0.935602464546576	0.3494779051751902	0.7962843741474113
C19orf12	751.746394990002	0.07927264856384404	0.23496168933815198	0.33738542137291366	0.7358263731392515	0.9453442823116791
NAV1	752.8065850227607	-0.23326743542788048	0.2396078671420052	-0.9735382990978046	0.33028583499625186	0.7808908567925291
IFT52	742.8391763816662	0.2749597631737322	0.26343117646565084	1.0437631827134348	0.2965949694438872	0.7561318959089709
ATF5	763.3085273459968	0.5222669184716903	0.29182951096298193	1.7896302424943547	0.07351337336911014	0.4416731885631733
MFAP2	763.5388375350111	0.6060648921104057	0.28690056319785506	2.1124562648294476	0.034647333427418665	0.311826000846768
PIK3C3	736.9220571870409	-0.05704103288465698	0.3375746303166198	-0.168973103313945	0.8658177976096362	0.9751305320485698
FCGBP	758.2971254286344	-0.5390859401038918	0.28108997328648333	-1.9178412299839036	0.05513114606839044	0.3940540821450484
FAM83H	765.1035195115378	0.40877777768903056	0.31232959644569486	1.308802567354853	0.19060123708099785	0.6560470967876265
MOAP1	748.4515290007135	0.33351845795447443	0.2418369080296235	1.3791048714269063	0.16786242210938895	0.6286195738574928
PFAS	762.9235659909594	-0.10260523803136297	0.3053730082467108	-0.3359996963073704	0.7368710954852546	0.9453442823116791
SAT2	755.8584110540942	-0.015390762887416583	0.25656487563755875	-0.0599878017174831	0.9521653500133094	0.9938253246471379
EIF1AD	755.4249643460668	-0.12175262747335719	0.25559632239456964	-0.476347336818896	0.6338269466121371	0.9213765570656413
PUM1	737.574965014357	0.5419030023268421	0.28819288686942773	1.8803482910817415	0.060060625867852165	0.409104582846611
SLC25A28	758.5424589538352	-0.018280824647617214	0.27549360309913623	-0.06635662114099568	0.9470939053602123	0.9927697585897158
AGPS	726.4291479101429	0.7045885713393223	0.388153655364198	1.8152310601795538	0.06948840835186304	0.4328100429311192
CXorf38	742.0079049665197	-0.29344571067140696	0.25353211524838964	-1.1574301361542039	0.24709666753528725	0.7131176908402653
SAMHD1	734.6812321056204	0.07209591990000036	0.31338871526229145	0.23005269937578796	0.8180508195363394	0.963697673101926
PPARG	742.6868935781213	-0.43227556419418817	0.24821124316541296	-1.741563189005548	0.08158490731716164	0.4605792309526374
SSH3	758.5939557341941	-0.05631842577103157	0.2940433681493843	-0.19153101845310055	0.8481095811342645	0.9702663255516778
PEMT	759.6064095110036	-0.03176320172234964	0.3041404711817396	-0.10443595881512756	0.9168233876847162	0.9859620468472937
P3H2	747.9209771806412	-0.24198399171209944	0.23055098435983506	-1.0495899307652496	0.2939066885284106	0.7530126757289859
NEDD9	746.201631159574	0.6027906885895818	0.23093934478534006	2.6101688698817456	0.00904975370345771	0.1506790561141822
DHX38	752.1203999304131	-0.03503320082088908	0.2562280568199412	-0.13672663819758002	0.8912468730267977	0.9807626694263775
DLAT	736.4897712670586	0.06576886148362646	0.2765374262204754	0.2378298749016013	0.8120130465595506	0.9618409527802354
MRM2	746.4258344104356	-0.46788209785371127	0.23141615268080082	-2.021821261971609	0.04319482039692988	0.3481750406368253
SS18	729.3664475657555	0.29221402902292637	0.3364325356313689	0.868566497216271	0.38508428595003785	0.8153824946468041
SUFU	754.21947130223	-0.22884513973851398	0.2817047300396104	-0.8123581727091915	0.4165861396154025	0.830556364739558
UBR5	726.1294367457249	0.2286435636962963	0.3643841833175389	0.6274793862198107	0.5303450443715252	0.8830972008813626
CPSF6	735.2214359023075	0.3808537496598557	0.26814236200290653	1.4203415932307162	0.15550825772732216	0.6085442982200957
ELP1	733.5405172033048	0.0290098509228979	0.2889017348114761	0.10041424964730097	0.9200154573614943	0.986626276677037
NUP214	750.5557142274024	-0.1308476366017543	0.26072777146113507	-0.5018553868215718	0.6157692492638902	0.9149363809673595
BCAS4	752.355631137656	-0.522542216851918	0.28202840185645806	-1.8527999783435731	0.06391103335192896	0.4213040397135043
DGKQ	756.9440878591428	0.03290702308358396	0.31009116830845046	0.10612047825512737	0.9154867635896073	0.9859188601268775
MATN2	729.454445456251	1.0511862877620732	0.2968286985247846	3.5413903473161015	0.00039802425831456654	0.017559702360684323
URB1	749.1356231551689	0.05708941525422114	0.25258635572706273	0.22601939479229138	0.8211863357477076	0.9645271827874552
FERMT2	726.9774300490429	0.2609103462849883	0.34623399704526436	0.7535665142983594	0.45110955768008265	0.8509385285194953
TFDP2	735.8745760492889	-0.07388497304702868	0.26128343621613254	-0.282777102586447	0.7773477077347497	0.9549926983062084
DECR1	739.2562424169878	-0.3691108095228467	0.24510483192206728	-1.5059303671345325	0.13208505003788484	0.5705947292324955
C9orf78	737.5876227402861	-0.18767096495428295	0.2469807786272074	-0.7598606093859367	0.44733790930475104	0.8500995410273737
GAPVD1	727.356310053894	0.25688123521944534	0.32286059425715063	0.7956413380533074	0.42624053219916247	0.8363984415550965
CEP55	726.3683787079061	-0.09322049001013784	0.34958759141336304	-0.26665846357204104	0.7897321374306066	0.955833502744381
RCE1	751.6084095997002	0.14604867702529536	0.2849024545092336	0.5126269525367039	0.6082122959154335	0.9129104740119388
HAUS5	751.0389268583417	-0.04823477776143573	0.28460887746218433	-0.16947741824337378	0.8654211330539895	0.9751305320485698
SLC25A26	746.1828798592737	0.1350401945320393	0.25564591303409295	0.5282313842976647	0.5973387490004236	0.9101742598405664
ZFYVE27	751.8542040026654	0.19617099222516096	0.2906841244825055	0.6748596696651292	0.499764925850805	0.871480227727559
CCDC92	747.5212879512377	0.5348538202554046	0.25210164920230427	2.1215800132517177	0.03387302224835755	0.30881898060697277
RAVER1	754.4190066378783	-0.12334120350920952	0.32589715489504895	-0.3784666470897237	0.7050839661376136	0.9390772346182189
FKBP1C	747.6448807655878	0.10077934235491914	0.2606464264695515	0.3866515406329275	0.6990141959816204	0.9385225370144568
PDGFRB	751.2237773146907	1.0674575301577658	0.26704042874230066	3.9973630029926426	6.405203826369414e-05	0.004285398973254016
RRP1B	735.864621079544	0.15811352544397045	0.2422203739096676	0.6527672420443726	0.5139063451223901	0.8741729931178577
CZIB	742.0148019034735	0.27107667232590865	0.2345839483963053	1.155563601768492	0.24785970330697693	0.7138299279245863
SEPTIN8	736.9133042721847	-0.2351475142770765	0.24433831830281963	-0.9623849255835814	0.3358562830349303	0.7852129936723942
EDC3	749.4525308642374	-0.0668530674914907	0.2830443377111654	-0.23619291603604303	0.8132829762172721	0.9623048518458046
SIK1B	729.9794238384802	1.1293686394755262	0.30022776669466655	3.7617061603236084	0.00016875823842649228	0.009077623383266899
IL13RA1	727.7795532058616	0.042320685000436155	0.3042651829368205	0.13909144842649937	0.8893778857070994	0.9802126555436272
UBR7	732.4354772283394	-0.47699920115330685	0.27349876018371017	-1.7440634861851099	0.08114802018242658	0.4595549474549383
ZBTB47	748.5979212815397	0.12295504466583768	0.2801045318202831	0.4389612830138944	0.6606895904357775	0.92962187964839
FHOD1	748.2024910381846	-0.24199723819675162	0.28612874049288956	-0.8457634761886682	0.39768470436778824	0.8230704997718279
CENPV	747.9769973166595	0.11036682161598463	0.28324669957667226	0.3896491001693362	0.6967960394416944	0.9379877292911829
TWNK	744.7200792380809	0.0543513261519298	0.25579715864474273	0.21247822469918143	0.8317339641164094	0.9671208565736455
WDR3	725.8240520029881	-0.2062765845775915	0.31379469418180844	-0.657361607453049	0.5109484317248578	0.8734958675954239
TUG1	720.2809632493199	0.7609706676468672	0.34181558643906274	2.226260878195879	0.02599671231256408	0.27004158948045354
ARRDC2	743.371489427224	-0.6178556845228731	0.26780883339620276	-2.3070773158882427	0.021050510295185478	0.23895749523729398
PPP3CB	728.3181857388023	0.43414665779445333	0.2760545312387725	1.5726844107439757	0.11579191130741599	0.5402843907718653
MESD	732.3839291289128	-0.3730677217401426	0.24604145430474447	-1.5162799406886316	0.1294485816264843	0.5674920860437319
RPL39L	743.2145160170854	-0.3153167216819975	0.2694689121601967	-1.170141368643462	0.2419440829756888	0.7117217746110788
DUSP10	733.2145285494648	0.5974078219277441	0.24084096725124468	2.480507484860455	0.013119550931489104	0.18471186881020876
MRPL22	737.2602525014186	-0.486023296710306	0.23537267087779903	-2.0649096383948495	0.03893155095797749	0.3296761200630824
RSU1	728.0704795406273	0.16942832906125668	0.27285285951298466	0.6209512678872762	0.5346316874211741	0.8853027663929558
PCED1A	746.6282561416116	0.05328488762901589	0.28873856693703454	0.18454371438587827	0.8535869368838114	0.9721704709203839
APCDD1L	744.2636490889472	-0.07628232553178234	0.26971386948922904	-0.28282685527534085	0.7773095669308375	0.9549926983062084
PHF20	724.7252301291509	-0.31941878333044454	0.3196852313232116	-0.9991665301782501	0.31771402654643555	0.7720316621155535
PRRC2C	720.1048025022645	0.4224453105815842	0.332705075850317	1.26972908213652	0.20418114977516955	0.6729080353162904
UBXN4	716.1924324675806	0.30828219286269887	0.38446756195015386	0.8018418804930743	0.42264442917178857	0.8340080381133979
SNAPC2	748.6453792914177	-0.25164421443629864	0.31613699820111907	-0.7959973551599563	0.42603357268067354	0.8363984415550965
JARID2	729.6931822809738	0.09267882014135627	0.25042664510409174	0.37008370296552756	0.7113201245664589	0.940251734669527
RILPL2	738.9993619406163	-0.2747617337482924	0.2523281463053253	-1.0889064013327379	0.27619516308953407	0.739270077612584
PPFIA1	719.9591642314361	0.43809729565824684	0.3175818679395982	1.3794783011401957	0.16774733195004432	0.6284120896814362
SNHG4	731.7729678997161	0.08352295450104573	0.2399280825791808	0.3481166256287718	0.7277525988751292	0.9446224187009619
DDX11	740.3568774083229	-0.5485316388571917	0.26841794128389207	-2.0435729304586148	0.04099575574801117	0.3386716603956761
IFFO2	741.0597853892885	0.0753310711440055	0.2712255017118686	0.2777433193727929	0.7812094043051294	0.9549926983062084
COL6A3	732.6684042676476	0.39392416399188823	0.23567812265047203	1.6714498552591863	0.0946328554733689	0.4964894579675602
ITGAE	737.0339625659825	-0.515129500930431	0.24771007143400497	-2.079566236238691	0.03756533656782735	0.32403855320708186
TNKS2	711.0522297462056	0.6807532916748879	0.38051157493703885	1.789047525788219	0.07360716193983556	0.4416731885631733
SCP2	715.1559594063073	0.14154916428866957	0.35652092408539743	0.3970290513853944	0.6913460376186995	0.9368583608205862
STK17A	720.3258226796012	-0.09199718793301422	0.31239039714032424	-0.29449428911763104	0.7683802266668557	0.9533944555110017
API5	716.5262642880739	0.0009881985884999309	0.3498850142250596	0.0028243524252921657	0.9977464958016149	0.9998669468370803
PSMG1	728.204560395388	-0.0469666873750241	0.24893792803288375	-0.18866826660829272	0.8503528244487403	0.97123824772695
ARL6IP6	720.4340632237099	0.3841628720120534	0.2821048027687406	1.3617735970520723	0.17326934649863057	0.6350407660785878
IFRD1	713.3829279234574	0.7477664995262461	0.3453372383860813	2.1653225207362534	0.03036299487327126	0.2924294457104843
TBC1D8	726.4634615424574	-0.670341651551873	0.24691292286070354	-2.7148909169490807	0.006629760381502112	0.12452720456717019
ZNF263	734.0090265949601	-0.1252019369149641	0.24355190272107702	-0.5140667575007579	0.6072053179322292	0.912520901293726
TNFAIP8L1	741.0903684334999	-0.6809820879615823	0.31197886373686956	-2.182782768694032	0.0290518112180633	0.286292072691213
NIF3L1	727.797489985769	-0.34071483662072516	0.2383685233701298	-1.4293616950912424	0.15290030201452393	0.60525030661776
RANBP9	717.2220376514578	0.40187306105498855	0.3058124933141806	1.3141159038330028	0.18880720291604314	0.6546018343658379
TTC17	719.7667139012634	0.38779255077964453	0.27985783213937226	1.3856769625318885	0.16584556578143872	0.6243571467623182
MRPS35	718.7645612735423	0.1563957256269092	0.30174211137989393	0.518309243982212	0.604242524344655	0.911255067287938
INPP1	734.7544553896488	0.4077798872908453	0.25091975121528215	1.625140648816368	0.10413259329242411	0.5155774270862513
COQ9	735.9455013414931	-0.4317617890127842	0.2667830144937724	-1.6184005935762562	0.10557629418342172	0.5180100720155522
HCG18	726.5160400584379	0.37102356773248896	0.23254192573279273	1.5955125793480418	0.11059765926767004	0.5295532696120842
UBAP2	732.1913319344752	0.06417004877707275	0.2391569559638348	0.26831771845589353	0.7884547687575171	0.955833502744381
BABAM1	738.174719214718	-0.18972258932464411	0.28529177761048824	-0.6650124686862665	0.5060425180690511	0.8734958675954239
IDH3G	739.332782242676	-0.055281441310263565	0.29022200000386417	-0.19047984408324495	0.8489331361307705	0.9705288121988754
ANXA4	725.3442578668761	0.44144691594364593	0.2391247166258298	1.8460948837605926	0.06487842960126625	0.4240194226771118
ECHDC3	736.1503418131033	-0.17320642781163398	0.273834156353682	-0.632523093970505	0.5270451227957595	0.8805476816826069
WSB1	717.6128350003391	0.29402749223471264	0.2860801494238367	1.0277801267472833	0.30405326657106657	0.7622989221201825
ETNK2	739.2681060549602	-0.05382690056249992	0.29522380427060013	-0.18232574671777668	0.8553270943568244	0.9721704709203839
FBXO34	719.3804894718878	-0.32045150619884377	0.28001358369340895	-1.144414145814122	0.2524519244495339	0.7173480359358377
TPST1	729.233819968635	-0.38889980140212954	0.23562463703646375	-1.6505056784106404	0.09883955287854865	0.5061980938408852
WEE1	720.3968661359864	0.293110805427792	0.25529253112455413	1.1481370180970427	0.25091200445545025	0.7160010149528965
TMEM185B	733.5015276035382	0.18864670481223314	0.25848053817299843	0.7298294337578862	0.4654944505300366	0.8586034003795652
MRFAP1L1	716.4582565445659	-0.06162123740086217	0.31283549550362594	-0.1969764885588181	0.8438459367328227	0.9684647736321143
MALSU1	728.7919659112563	-0.04431790693814334	0.25099419762442277	-0.176569448049388	0.8598465938989706	0.9738231814366419
AKAP17A	728.5324035529633	-0.14903698747095787	0.2334280083479068	-0.6384708867019484	0.5231671996543357	0.8790778247648532
VASN	734.7929528473842	0.3997914977600263	0.2719252145421877	1.4702259164642522	0.14150057780333952	0.5875433329126296
KPNA4	710.419648670431	0.4326127720665365	0.3479533034200646	1.2433069834783756	0.2137547317818489	0.6816826594996879
MTX2	716.9776337372937	-0.06510551337345322	0.28112269710097976	-0.2315910954356958	0.8168556243188418	0.962990346100653
ZNF335	735.5215785844598	-0.06881130400436884	0.2761202039230681	-0.24920778351858988	0.8032000589528984	0.9600924486774955
MAGEF1	724.025599720707	0.19849100051097684	0.2422864890298132	0.8192408966170319	0.41264898596997956	0.829924613019492
CENPO	732.9231489126438	-0.27425546815748036	0.2638605836572913	-1.03939536688697	0.29862089790596014	0.756883368502724
GNG11	718.7320742964208	0.362008325562084	0.2694457220713682	1.3435296830068015	0.17910052119037345	0.6436463511022421
NUDT16L1	739.3280229789681	0.0007556641661029521	0.3165516428257385	0.0023871749941255078	0.9980953117372636	0.9998669468370803
ARL16	733.795856790668	-0.5487361861978871	0.2814484018786707	-1.949686630071686	0.05121348083440083	0.3782835165099379
VPS16	733.2411324353643	-0.1194540405846128	0.264746328701246	-0.4512018775505332	0.651844056570166	0.9274249809090129
SPAG4	733.1151549655398	-1.1209371875030891	0.29367823176477015	-3.8168889153518717	0.00013514497829961622	0.007696681833935992
PEX10	738.7370893501776	0.5182522368129492	0.2950462542157125	1.7565118330024538	0.07900105274259107	0.4534229156169061
CSNK2A2	720.5943192790337	0.10727913789663937	0.24839114695487094	0.43189598023850034	0.6658170164725687	0.9298063381603556
OTUB2	727.2015247723024	-1.641081022130715	0.26250126347136066	-6.251707136296354	4.0599017575567717e-10	1.522692289321367e-07
METTL23	724.1441869200589	0.2625016650348432	0.2378442874631325	1.1036702534868859	0.2697362038055564	0.7321971727222124
MSH6	710.3305778617154	-0.03560437834783733	0.3407924840566636	-0.10447524524020133	0.9167922121949356	0.9859620468472937
MKI67	712.7318323653054	-0.45811849567966545	0.31261047615681226	-1.465461110938148	0.14279515502549062	0.5894014248193961
NUFIP2	705.1253327820738	0.4782065494978058	0.3504218571226205	1.3646595946509996	0.17236006465147136	0.6348486053856299
FOXN3	708.1680845414618	0.5062793469520316	0.31261565421802445	1.6194945458455583	0.1053408990634182	0.5176250369456158
ADCY6	730.1949092927513	-0.38675017250852617	0.2828493334230929	-1.3673363406164223	0.17151990593190192	0.6343259015402979
TFPI	704.6464521474567	0.07549343932703098	0.36944738131159793	0.2043415196475803	0.8380866264135733	0.9673389619166974
CSF2RA	722.9666731256665	0.3444956815681179	0.23137389049818055	1.4889133809626065	0.13651017949239763	0.5799622976020493
ZNF428	731.332874485982	0.521516920901049	0.2937922782837665	1.7751212657717608	0.07587786635958794	0.44690379564499394
INTS5	732.0996925200235	-0.20045640822161276	0.3004498927405509	-0.6671874847188377	0.5046523842933427	0.8734958675954239
CDC25C	723.3139062745435	-0.6293264437405248	0.25778414825702795	-2.441292251659495	0.014634805965157252	0.19759011136442373
EXOSC4	731.8970624195666	-0.42113149732802146	0.32212912309250163	-1.3073375461525427	0.19109809796138222	0.6560470967876265
ZZEF1	721.5196954061757	0.18664419840005889	0.2377966326372247	0.7848899975164813	0.43251806711429985	0.8419231498795484
EIF2B3	718.639483872561	-0.7171867867835346	0.2361713263418584	-3.0367225263637874	0.00239165502868484	0.06562795808961608
BTN3A2	717.9796891543383	-0.461126402739413	0.23168041450221505	-1.990355566870778	0.04655178088942983	0.36028675161604123
ANKRD40	711.4563659767915	0.14945351652721348	0.2621860994387806	0.5700283762072987	0.5686584521246747	0.8986256837889539
ZNF317	719.7431747210444	-0.0769420266694798	0.23466087208474296	-0.32788605098890866	0.7429978209327945	0.94693936710971
ARMH3	719.3952555211666	0.21829589312913333	0.23585424702649077	0.9255542178327393	0.3546776950803554	0.80086244848523
GPR176	725.1637462853031	0.2982860940664121	0.2602944981971729	1.1459562001209131	0.25181327551196075	0.7164134148329216
FUBP1	708.4030872634268	0.3094129016693482	0.27650355244979097	1.1190196253465245	0.2631317666469992	0.7269009441702038
EIF2A	701.5274197140616	0.1589031553834819	0.36714101681977535	0.43281232034470657	0.6651511220362059	0.9298063381603556
PLEKHO1	724.0283121733327	-0.4266399168139876	0.27379345463017	-1.5582546244221829	0.11917290072102173	0.5470004361442392
TMEM179B	728.4385559427897	-0.313906237384836	0.31189326186078775	-1.0064540526205619	0.31419720345664715	0.7707413189957986
RPAIN	717.5916332115333	-0.32571178377543536	0.2328124315045931	-1.3990308922528885	0.16180371947226502	0.6182074381126624
SPECC1	716.2501664933675	0.03575173655307767	0.23026597719742123	0.1552627834481405	0.87661415427462	0.9779013209218941
POLR3H	726.4282027264265	0.06342630931024747	0.2931150025581904	0.21638711344246464	0.828686010317328	0.9665169894783607
BRF1	725.3472357335141	0.00939195143130448	0.29050009163134766	0.03233028732818135	0.9742086560289845	0.9979295603295879
CYSTM1	721.1126177763682	0.4841759878999706	0.25179112231134104	1.9229271606378737	0.054489198181912925	0.39158216056961925
CTH	709.2135761666553	2.800867811008103	0.268294802437303	10.439515732559258	1.6364336049766363e-25	4.415916083029453e-22
FBXO9	711.5600995174785	-0.20703161679035945	0.2385984064513209	-0.8676990759055981	0.38555909188929804	0.8155980215285634
CCDC12	716.9604578033774	0.08696686907329641	0.2737351669240254	0.3177044076964867	0.7507091674639527	0.947664826609607
HGH1	726.7403748379361	0.049131704963189186	0.30418085457002453	0.16152135883975804	0.8716827902997635	0.9766452333912832
TMEM200B	722.1242389304927	0.014028220437329545	0.27163581409062465	0.05164348627699502	0.9588127685121824	0.9955769598836325
ZNF740	716.4699769805184	-0.0622584692530687	0.23841063196301496	-0.2611396511155885	0.7939848150510546	0.9565084146418341
PEDS1	717.2467087693636	-0.12385422693004874	0.26059202571535556	-0.475280187834046	0.6345872785616944	0.9217980643590594
METTL17	722.0391076510172	-0.1893086600373333	0.2742084488661082	-0.6903823015671184	0.48995380363058205	0.8684647410945658
YY1AP1	718.0257839007542	0.058725358793783496	0.2616531769145743	0.224439693361554	0.822415187546127	0.9649075580840103
PTEN	698.1896244741856	0.6439354648792317	0.32372276865512184	1.9891571654178224	0.04668385820185208	0.3605449573677237
IPO13	723.9345263778101	-0.1270521889823279	0.29264929894530956	-0.4341448602139706	0.6641832510309176	0.9298063381603556
PHF8	713.4245727810966	0.16450383709427047	0.23002789866340523	0.7151473279986151	0.47451801184721865	0.8617004407602419
RNF44	717.2130326123971	0.41201214397721514	0.25951309636131287	1.5876352667904747	0.11236883863618997	0.5332250487569027
TBRG1	709.918728374755	0.5381551332831913	0.2349809355567627	2.2902076375178657	0.022009282904125037	0.24609965435130418
MARK3	697.8312455749038	0.44353772278018716	0.3109791083537872	1.4262621213628082	0.15379269402936263	0.6065801725711024
UBA3	697.8440766542759	-0.3044462980633114	0.3513378966539347	-0.8665341853605641	0.3861972878704045	0.8159149754984792
SFTA1P	708.6671580698799	0.9330148135676661	0.2781049229380857	3.3549021847965723	0.0007939305196177359	0.029348239824499453
KAT8	719.6441210227989	0.04262709552256918	0.28154975296103624	0.1514016442005842	0.8796588925300628	0.9782861791351621
ERAP1	700.0384694776194	0.5267536361108891	0.2742370079762315	1.9207970506903413	0.05475729845287791	0.3928114396324972
IGBP1	705.659412912661	0.018960085998206665	0.23999214740914362	0.07900294323331802	0.9370302820212353	0.9894859142811138
UNC119B	711.1830510860168	-0.0767803208961125	0.23954793810697875	-0.3205217356612082	0.7485728561011604	0.947664826609607
CMC2	706.741581743634	-0.3311017116312481	0.24134379778883586	-1.3719089310136159	0.17009178978072015	0.6309177934340527
CYREN	713.8375762018408	-0.04958411680795449	0.2501553950613575	-0.19821326178391088	0.8428782119342823	0.9682360859023434
TMX1	694.2974992617825	0.21824560757455244	0.33160432209239893	0.658150672456374	0.5104413177568794	0.8734958675954239
TRIAP1	706.9016394278742	-0.43285477330814487	0.23321180589845553	-1.8560585800558371	0.06344520873238867	0.42006031837880436
SPC24	717.7386998328448	-0.9589407796775096	0.31988192963460865	-2.997796032970285	0.0027193960682222046	0.07085650749157374
AGFG1	696.4359974294624	0.07829416678311522	0.3136710295948214	0.24960598651475788	0.8028920685386578	0.9600924486774955
PRKRIP1	714.5270044967128	-0.04110455665152755	0.28149857488923163	-0.14602047867454387	0.8839052220560553	0.9795557460855298
ZNF592	712.8623546617833	0.013027936248673749	0.24952095413698652	0.052211792367231155	0.9583599368005757	0.9955054491007015
POGZ	706.3870663396715	0.3227758737176177	0.2307799221446927	1.3986306552059844	0.16192376869832292	0.6183416969071608
NAV2	707.6744967955634	-0.15687667437641364	0.2405625625697516	-0.6521242237387913	0.514321038381861	0.8741729931178577
PRR12	719.7011481928292	-0.08854616089196227	0.3196517913613356	-0.27700817979108194	0.7817738252682579	0.9549926983062084
PIGC	708.9206867668812	-0.24882736661573934	0.2347367531636019	-1.0600272997825648	0.28913217976450656	0.7502681750868629
GPX8	694.3063618947948	0.14949928084777114	0.35987931442146076	0.4154150429237786	0.6778380963324449	0.9343476673921879
AFAP1L1	709.0936293011927	-0.33485859697270337	0.23831795659519053	-1.4050917595835963	0.15999399418556082	0.6160434625109191
MAP3K14	711.9260346899268	-0.4836017766881575	0.26414272124971744	-1.8308351424568161	0.06712515327348137	0.42841818906044743
GGA3	713.1862308378635	0.027644354025753208	0.26493017116660605	0.10434581272500128	0.9168949230177866	0.9859620468472937
SELENOO	713.6770737883721	-0.31998058775247296	0.2892732899186596	-1.106153242985026	0.26866019677531394	0.7313176270997155
PAWR	686.2013454651895	0.9661771572715733	0.3600539557101275	2.683423253512104	0.007287269876778532	0.1331695108069088
ZFYVE21	711.4801107679159	-0.14067612354729894	0.26213250071645966	-0.5366603651313875	0.5915022385730134	0.9081629164193731
