Term	fdr	es	nes
regulation of receptor internalization (GO:0002090)	0.32435786860013277	0.40202602615242666	1.3137969044172753
regulation of nitric oxide biosynthetic process (GO:0045428)	0.3248591775732098	0.3991347403307398	1.313889773375901
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)	0.32496627455532534	0.45409286692540046	1.3141582090933115
negative regulation of response to DNA damage stimulus (GO:2001021)	0.3250250374457234	0.4329468948568502	1.3149853590890592
positive regulation of protein ubiquitination (GO:0031398)	0.32535046927295314	0.337746769814176	1.3128840297744147
cellular response to glucose stimulus (GO:0071333)	0.32539882075576576	0.43992226578600724	1.3143187964878356
hematopoietic progenitor cell differentiation (GO:0002244)	0.3255683715108541	0.45208843797429854	1.315045379068271
protein localization to Golgi apparatus (GO:0034067)	0.32571426939975395	0.4326085685811067	1.315313749772159
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	0.32621288394710174	0.3644510539461795	1.3154351377082194
transferrin transport (GO:0033572)	0.3270362575965372	0.40782963697249525	1.3086207926235527
lung development (GO:0030324)	0.3271451234104005	0.46727581530611334	1.3099583602165634
cellular response to organonitrogen compound (GO:0071417)	0.3274921314757702	0.34495837874315033	1.310223946624464
connective tissue development (GO:0061448)	0.3275209477828792	0.4167726154667959	1.3087239983560304
protein insertion into ER membrane (GO:0045048)	0.327728826091356	0.4016301893943542	1.3074747853501922
protein K63-linked deubiquitination (GO:0070536)	0.3277842477662811	0.40741063584438625	1.3089806487203293
protein-containing complex subunit organization (GO:0043933)	0.3280376558573794	0.336268580949155	1.3076687863738505
regulation of protein kinase B signaling (GO:0051896)	0.3281133527348098	0.3033377345030882	1.3102725280818455
regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	0.32824897831374156	0.3883884470787273	1.3091022179999874
regulation of cell size (GO:0008361)	0.32863726762810974	0.4611470416634149	1.3106467054405149
Golgi to endosome transport (GO:0006895)	0.32865402078885586	0.5044127980430502	1.310333216989052
cell-matrix adhesion (GO:0007160)	0.3286897210264895	0.3427902717339456	1.3065113150047856
positive regulation of cell-cell adhesion (GO:0022409)	0.3291524096661193	-0.45545474679894254	-1.475815354532456
mRNA stabilization (GO:0048255)	0.32921695607571116	0.41218518563413786	1.305838480502686
cellular response to lipid (GO:0071396)	0.32976519048144426	0.2939888695163079	1.305216747231656
positive regulation of immune response (GO:0050778)	0.3312696910591285	0.36007951781087877	1.3033716925631145
cellular response to ionizing radiation (GO:0071479)	0.3318589854139826	0.36709700712432664	1.3034100979770873
phospholipid biosynthetic process (GO:0008654)	0.33211532160035123	0.3786552325307999	1.3036680800297848
glucose 6-phosphate metabolic process (GO:0051156)	0.33307356696720625	0.4559238018193086	1.302097754649615
negative regulation of angiogenesis (GO:0016525)	0.3335050743855259	0.3421228754809037	1.3015213867268105
energy derivation by oxidation of organic compounds (GO:0015980)	0.3354823473267283	0.47481330858538295	1.2997049115636785
cellular response to dsRNA (GO:0071359)	0.33599529866846645	0.4675625827433685	1.2997954562036007
carbohydrate catabolic process (GO:0016052)	0.33698357523140043	-0.44731891468303664	-1.4702828302794881
positive regulation of macroautophagy (GO:0016239)	0.3379584298992887	0.37487081823207097	1.2979494168740755
positive regulation of wound healing (GO:0090303)	0.3380579593993416	0.4062454843986423	1.2974967364358476
transition metal ion homeostasis (GO:0055076)	0.3388291022899227	0.44184725931198754	1.2959790603066015
transcription initiation from RNA polymerase II promoter (GO:0006367)	0.3390881476962574	0.31068440422139515	1.2965221342609787
positive regulation of protein dephosphorylation (GO:0035307)	0.3392303186922758	0.40745610568652263	1.296127733841433
cellular response to ketone (GO:1901655)	0.3423118410598159	0.4161719319701851	1.2940438509498797
establishment of protein localization to membrane (GO:0090150)	0.343663109165772	0.3451819107753409	1.292969425534662
interferon-gamma-mediated signaling pathway (GO:0060333)	0.34582952808237616	0.35282220321914287	1.291454594830246
regulation of TOR signaling (GO:0032006)	0.34655135701611267	0.33951874896472656	1.2908239885865709
synaptic vesicle endocytosis (GO:0048488)	0.34815398941799347	0.41931535892344873	1.289405667975861
endoplasmic reticulum to cytosol transport (GO:1903513)	0.3485578176155341	0.46797173775563844	1.2895045829042178
regulation of cellular macromolecule biosynthetic process (GO:2000112)	0.348588110734907	0.2656266210125242	1.288873508772952
neural crest cell development (GO:0014032)	0.34990665834087104	-0.43735532387906406	-1.4563208429524288
regulation of protein targeting to mitochondrion (GO:1903214)	0.35012579802344584	0.3818023646299371	1.2861953113279052
ERBB signaling pathway (GO:0038127)	0.35037826267685385	0.33801820156144796	1.287458910558972
negative regulation of NIK/NF-kappaB signaling (GO:1901223)	0.35044023017526693	0.46088142966048046	1.2863881223304885
purine-containing compound biosynthetic process (GO:0072522)	0.3507341976991725	-0.4782739910395908	-1.463002339136781
regulation of smooth muscle cell proliferation (GO:0048660)	0.3509000119229945	0.400908185155159	1.2865517537168738
negative regulation of multicellular organismal process (GO:0051241)	0.3511394728330891	0.3003313272155283	1.2867761434949372
regulation of nervous system development (GO:0051960)	0.3513359348059318	-0.4620113555839538	-1.457242194562437
zinc ion transmembrane transport (GO:0071577)	0.3529091657824893	0.48695200748716677	1.2844104125407265
regulation of histone acetylation (GO:0035065)	0.35329963060316366	-0.438215235982493	-1.4578229622043277
regulation of phagocytosis (GO:0050764)	0.3557732911092813	-0.4406369047776127	-1.4582774280065147
positive regulation of TOR signaling (GO:0032008)	0.3572830156765431	0.39036952943880326	1.2813021205792317
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	0.35738945937933425	0.32268652485401256	1.2815802929994449
regulation of endothelial cell proliferation (GO:0001936)	0.3575924743163558	0.3345863912275283	1.2807957266807168
regulation of Ras protein signal transduction (GO:0046578)	0.3576612934297345	0.32850713320425695	1.2818096756849207
translesion synthesis (GO:0019985)	0.35781589962253024	-0.4080864085176918	-1.4588580940982732
negative regulation of proteasomal protein catabolic process (GO:1901799)	0.35800985489385423	0.41151013831828	1.280250882176588
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	0.35831155706897366	-0.5073425815251892	-1.4513056057594569
regulation of protein kinase activity (GO:0045859)	0.36220170423549064	0.3199096314666875	1.2761401650787145
positive regulation of protein localization to membrane (GO:1905477)	0.3622158274013463	0.3248362047523994	1.277577588337957
regulation of receptor-mediated endocytosis (GO:0048259)	0.3622404066783674	0.3857362800756264	1.276458665053942
cognition (GO:0050890)	0.3622856506662184	0.42200273781815967	1.277122375222345
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	0.362517943067155	0.33012612436796	1.2766789387731714
cholesterol homeostasis (GO:0042632)	0.36265933843460607	0.36972544588649053	1.2755891244673814
regulation of proteasomal protein catabolic process (GO:0061136)	0.3631798118036866	0.3597704904525446	1.2750047399809086
regulation of protein binding (GO:0043393)	0.36380574464884363	0.3053261971086717	1.2741825875519477
determination of heart left/right asymmetry (GO:0061371)	0.3648646439846302	-0.4405757104516344	-1.4346163054791552
regulation of cellular amino acid metabolic process (GO:0006521)	0.36511494319328885	-0.38692161560441585	-1.4455230902071587
aerobic respiration (GO:0009060)	0.36513263258508777	-0.46356296040096145	-1.4443389397844322
glycolytic process (GO:0006096)	0.36520997102720854	-0.484825236762904	-1.44689990031424
positive regulation of protein autophosphorylation (GO:0031954)	0.36522171276688487	0.4342396634865178	1.272556305915267
regulation of protein localization to nucleus (GO:1900180)	0.36555538966118073	0.3700949224828556	1.272749690879842
negative regulation of synaptic transmission (GO:0050805)	0.36568973377328784	-0.5160413879347412	-1.435616769069646
Rac protein signal transduction (GO:0016601)	0.36663079260356896	0.46948330246193626	1.2714423219824056
negative regulation of lipid biosynthetic process (GO:0051055)	0.3666482403643518	0.4769265094903658	1.2710483984761969
release of cytochrome c from mitochondria (GO:0001836)	0.3676235291948289	0.46185085020806477	1.2701360678930387
keratan sulfate biosynthetic process (GO:0018146)	0.36815991350502586	-0.48737454214809006	-1.4360376011282638
negative regulation of oxidative stress-induced cell death (GO:1903202)	0.36909650529948235	0.4494816884081145	1.2687386561979603
regulation of cellular response to stress (GO:0080135)	0.36911566330800355	0.3004650928992845	1.269064577759883
regulation of macrophage activation (GO:0043030)	0.3694795799897674	0.4255135702166689	1.2681940109756122
bile acid metabolic process (GO:0008206)	0.37074348446421757	-0.44971693975011495	-1.4362625976017
positive regulation of smoothened signaling pathway (GO:0045880)	0.3716399769011279	-0.510807792237644	-1.4373955564729874
regulation of interleukin-12 production (GO:0032655)	0.3719752482480993	-0.41624231587384675	-1.4398623467066392
regulation of cyclin-dependent protein kinase activity (GO:1904029)	0.37290795802967963	-0.39133801160017817	-1.429345137166404
regulation of mitotic nuclear division (GO:0007088)	0.37331587400461047	-0.3700637030201521	-1.438015097873633
phosphorylation (GO:0016310)	0.3768012591379577	0.26225633293866357	1.2641618330180482
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)	0.3776744934229442	0.3736424978873085	1.263121497701808
negative regulation of chemotaxis (GO:0050922)	0.37837335461926813	-0.4551611771187934	-1.4226433699039454
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	0.3796197011627694	-0.3480781470611841	-1.4248800921241445
regulation of anatomical structure morphogenesis (GO:0022603)	0.3799573528528241	0.30997298314608485	1.261285859494879
production of miRNAs involved in gene silencing by miRNA (GO:0035196)	0.3800914203762341	0.3993404745452899	1.2616182519805192
semaphorin-plexin signaling pathway (GO:0071526)	0.38053993433483724	-0.43354772068683856	-1.4230030011032044
organelle assembly (GO:0070925)	0.3829103837912882	0.26323121700256435	1.2571373557677492
sterol homeostasis (GO:0055092)	0.3835259924391886	0.36709414708349486	1.2571593178540998
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	0.3837944760447701	0.3619060574811046	1.2577919020200186
negative regulation of response to endoplasmic reticulum stress (GO:1903573)	0.38409774750472847	0.4157834920544093	1.2562583681646213
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	0.3841018138145458	0.36386088345310663	1.2580441876627262
transcription, DNA-templated (GO:0006351)	0.3841855111698272	0.2775397837304876	1.2572026901354059
tRNA metabolic process (GO:0006399)	0.38426317699317764	0.4568841746758247	1.2554903410887344
response to growth factor (GO:0070848)	0.384284721964246	0.3777774047882615	1.2583571084555218
protein quality control for misfolded or incompletely synthesized proteins (GO:0006515)	0.3845102509244124	0.4054120376559975	1.2586418283694303
T cell differentiation (GO:0030217)	0.3848365566354761	0.4051859147772839	1.2555589297851024
RNA-dependent DNA biosynthetic process (GO:0006278)	0.3891353121602198	-0.41600463592967274	-1.4167275125670866
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	0.38965090503613137	0.32087152353853976	1.2523700675499865
outflow tract septum morphogenesis (GO:0003148)	0.39013920425955534	0.4358563234084476	1.2517048019815886
positive regulation of erythrocyte differentiation (GO:0045648)	0.3904513957188624	0.40976185878072147	1.2512162132825468
heart looping (GO:0001947)	0.3904537441341781	-0.44247158344141746	-1.4091548642262646
extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	0.3907246261596066	-0.49152704584568746	-1.40789728625887
positive regulation of T cell proliferation (GO:0042102)	0.392061420507632	-0.41271561298079806	-1.4097741855004393
negative regulation of protein dephosphorylation (GO:0035308)	0.3926969660276354	0.41812555055163136	1.249902102398207
chromatin organization (GO:0006325)	0.39273753601080896	0.2972577583410354	1.2491486500820514
negative regulation of protein kinase B signaling (GO:0051898)	0.39301357813291377	0.37489420304868293	1.2493656755364602
transcription by RNA polymerase II (GO:0006366)	0.39349770780030985	0.2663792439617738	1.2476867967608682
negative regulation of cell growth (GO:0030308)	0.3940987908351382	0.3043719837247793	1.2477590801942122
macroautophagy (GO:0016236)	0.3941846306144802	0.299736289344017	1.2470141670837513
DNA methylation or demethylation (GO:0044728)	0.39428284572706573	-0.47843036080775303	-1.410097334089845
DNA alkylation (GO:0006305)	0.39428284572706573	-0.47843036080775303	-1.410097334089845
positive regulation of cellular amide metabolic process (GO:0034250)	0.39457989785212555	0.3165008045370472	1.2478902230993052
regulation of necroptotic process (GO:0060544)	0.3947478006403111	0.434765688524248	1.246358079971124
regulation of cellular amine metabolic process (GO:0033238)	0.39768616760701164	-0.3772337651394667	-1.403627451224762
regulation of protein localization to membrane (GO:1905475)	0.3977738700605821	0.39844242686913806	1.2429048182997233
positive regulation of peptidyl-lysine acetylation (GO:2000758)	0.3978634338689965	-0.4798801955988816	-1.3971436623446447
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)	0.397943608140207	0.41481000128225354	1.24313359107368
regulation of mononuclear cell migration (GO:0071675)	0.3982255536648798	-0.4687483045428309	-1.3806597226365622
positive regulation of telomerase RNA localization to Cajal body (GO:1904874)	0.3983084268519974	-0.5026277498331763	-1.4020502020816688
cellular response to reactive oxygen species (GO:0034614)	0.3985160391394725	0.3400999013109157	1.2431963098419028
positive regulation of cell motility (GO:2000147)	0.3985495764740181	-0.29928990283712154	-1.3870012430988674
phosphatidylcholine acyl-chain remodeling (GO:0036151)	0.39893032812956064	-0.49318282652150314	-1.4106837988924963
negative regulation of cytoskeleton organization (GO:0051494)	0.398964893733146	-0.40968890536454616	-1.3836197310367933
cellular amide metabolic process (GO:0043603)	0.39914087634811596	0.3095329416713459	1.243242872879638
regulation of protein autophosphorylation (GO:0031952)	0.3992635475642542	0.3699455751537962	1.2435762816785716
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	0.39928446139764195	0.31751211160232873	1.241876059815374
DNA repair (GO:0006281)	0.3993257583392068	-0.2794755429507017	-1.381208162573662
regulation of membrane protein ectodomain proteolysis (GO:0051043)	0.3993510611385712	-0.46637096967067654	-1.3845261325035736
microtubule polymerization (GO:0046785)	0.39944305152070325	-0.4191151502302568	-1.3977887007278047
telomere maintenance via telomerase (GO:0007004)	0.4001317800589791	-0.41643285082251436	-1.3946993689298417
retinoid metabolic process (GO:0001523)	0.4002343260555547	-0.4024848490392998	-1.399831102144796
positive regulation of transport (GO:0051050)	0.40024370361708367	-0.37098265447527556	-1.3818362305094325
interstrand cross-link repair (GO:0036297)	0.40057062481383426	-0.3812055876426112	-1.3873343527629718
chondroitin sulfate proteoglycan biosynthetic process (GO:0050650)	0.40141824319858455	-0.5062503468379848	-1.3981928776932446
protein autophosphorylation (GO:0046777)	0.4016879281022753	0.2931693556925394	1.240384096857049
regulation of cell adhesion (GO:0030155)	0.40184834144699977	0.2972031671671798	1.2392537271199189
generation of neurons (GO:0048699)	0.4018954940978257	-0.3247532150795516	-1.3846250446864448
negative regulation of transposition (GO:0010529)	0.40193824893762337	-0.4756494878790143	-1.3915447013152726
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	0.40194573103458797	-0.3407938970409879	-1.3927340717443477
positive regulation of T cell differentiation (GO:0045582)	0.4019840182920294	0.3962023907191382	1.2395054493074715
regulation of axon extension involved in axon guidance (GO:0048841)	0.4025904383897032	-0.48681554615594214	-1.3875975260861444
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	0.40267809619547884	0.3155563125597796	1.239519456870061
response to interferon-gamma (GO:0034341)	0.40481555996053653	-0.37177380041120095	-1.3878668201379887
organic anion transport (GO:0015711)	0.4051106580506083	-0.3511987128645489	-1.3765849324234314
nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	0.40619268438087175	-0.3923084463752703	-1.3729669591230194
positive regulation of tumor necrosis factor production (GO:0032760)	0.4062434951972856	0.33791058116399936	1.2359535623711406
nucleotide-sugar biosynthetic process (GO:0009226)	0.40647523877448494	0.445866398032864	1.236216189865635
positive regulation of DNA-binding transcription factor activity (GO:0051091)	0.4065591507214358	0.27188980638045684	1.2364784432546319
negative regulation of mitochondrion organization (GO:0010823)	0.4075177856402576	-0.42952283784418	-1.3879739447708779
regulation of chondrocyte differentiation (GO:0032330)	0.4078066829457546	0.4141744698518044	1.2348639680297036
chemokine-mediated signaling pathway (GO:0070098)	0.4087588319873544	-0.43716973842227647	-1.3730653724053496
mitochondrial respiratory chain complex assembly (GO:0033108)	0.4096799794325486	-0.3377380852179795	-1.3701635417216593
keratan sulfate metabolic process (GO:0042339)	0.41028962953136894	-0.4530903719557494	-1.3734903624835857
negative regulation of plasma membrane bounded cell projection assembly (GO:0120033)	0.41070202911224435	-0.4473825586572568	-1.3662787779495535
kidney development (GO:0001822)	0.41141120775405543	0.35235877634172424	1.2329085901472117
positive regulation of release of cytochrome c from mitochondria (GO:0090200)	0.41161302382775716	-0.43957242962199883	-1.36685798497271
negative regulation of endothelial cell apoptotic process (GO:2000352)	0.41232188416305987	-0.48123351139448545	-1.3676894201085943
regulation of translation (GO:0006417)	0.4137014143688724	0.280546644859572	1.2307713328645729
protein ubiquitination (GO:0016567)	0.4141976002431496	0.24897283284975474	1.2312261105260978
dephosphorylation (GO:0016311)	0.4142775773487567	0.28481723459925945	1.23084929847778
regulation of organelle assembly (GO:1902115)	0.4150035856064179	0.3292302492399701	1.2295349471333965
regulation of heart contraction (GO:0008016)	0.4153347956437341	0.364914532073028	1.2290299883309104
regulation of DNA recombination (GO:0000018)	0.41551160623439065	0.3831975653152931	1.2296737901877686
negative regulation of GTPase activity (GO:0034260)	0.41698692832944906	0.4583858875377233	1.2279146865278807
response to lipid (GO:0033993)	0.41871438097645725	0.30947348342079833	1.2264442116535295
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	0.41873038718796435	0.41519348458228345	1.2267588452578282
microtubule nucleation (GO:0007020)	0.4188123173956842	-0.4587564558503329	-1.360955590137638
negative regulation of cell-matrix adhesion (GO:0001953)	0.4193367045026629	0.41759960832981896	1.225875948347062
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	0.4194645225338122	0.3428392389829799	1.22545748191013
positive regulation of muscle cell differentiation (GO:0051149)	0.42065352944191337	-0.45415693544959035	-1.3613022394873162
inorganic cation transmembrane transport (GO:0098662)	0.42285399157512027	-0.3092104612135538	-1.3503700139043155
regulation of protein export from nucleus (GO:0046825)	0.42287049390328707	-0.43565537404278926	-1.3585006703056632
cellular response to arsenic-containing substance (GO:0071243)	0.4236975160914046	0.4467300458230755	1.2230508612583086
synaptic vesicle exocytosis (GO:0016079)	0.42456637218784987	-0.40216795469322986	-1.348745967694301
fatty acid beta-oxidation (GO:0006635)	0.42479526294240566	-0.3749859085893301	-1.350599687356193
protein kinase B signaling (GO:0043491)	0.4248192538449699	-0.44621380148404444	-1.3416216353331192
regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947)	0.425404122662694	-0.4638692488888695	-1.3422733060776633
amide transport (GO:0042886)	0.42601835773219754	-0.44135592064336415	-1.3440629704871354
positive regulation of T cell mediated immunity (GO:0002711)	0.42610724703493863	-0.41191853675234485	-1.355999252770308
activation of GTPase activity (GO:0090630)	0.42700592456905784	-0.315718613071329	-1.3445948993071206
peptidyl-glutamic acid modification (GO:0018200)	0.4270151240266107	-0.48707212670237787	-1.3464627102551574
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	0.42710530236396205	-0.3297739172207371	-1.3545935418327635
regulation of neurogenesis (GO:0050767)	0.427220926625601	-0.3611044638967674	-1.3526061391447128
sulfur compound transport (GO:0072348)	0.42730884437993466	-0.45828369301532207	-1.3506046432907641
positive regulation of protein export from nucleus (GO:0046827)	0.4274022343969665	-0.5151176297234609	-1.342447624278622
positive regulation of p38MAPK cascade (GO:1900745)	0.4275414503149432	-0.4829100701342502	-1.3514944805678697
DNA methylation (GO:0006306)	0.4283686274633558	-0.4325619576311278	-1.3450756326313797
nucleus organization (GO:0006997)	0.4286667572279292	0.3402158283235151	1.21776611881828
neural tube closure (GO:0001843)	0.4288126810714261	0.3721467379741988	1.218761380300225
RNA destabilization (GO:0050779)	0.4291659912744959	0.42943495456363623	1.2179065191623657
protein K48-linked deubiquitination (GO:0071108)	0.42919028644010576	0.41158925728803347	1.219028907803299
TRIF-dependent toll-like receptor signaling pathway (GO:0035666)	0.42941890288168	0.382198748550532	1.2181377924662427
regulation of microtubule-based process (GO:0032886)	0.4294403335267573	0.37162338496533276	1.2195835186688064
nucleotide-excision repair, DNA incision (GO:0033683)	0.4295403356602114	-0.38586911965080056	-1.352716231251912
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	0.4295611898847787	0.44542271587315674	1.219806045702805
cellular response to light stimulus (GO:0071482)	0.429895180540046	0.331086215797738	1.2190463436022485
positive regulation of growth (GO:0045927)	0.4318801263694675	0.3307929724187718	1.2159641232903982
DNA synthesis involved in DNA repair (GO:0000731)	0.43246969381131783	-0.3654756535515679	-1.337391658136528
positive regulation of cell division (GO:0051781)	0.4335856217413541	0.37582521042621186	1.2148550890794834
chloride transport (GO:0006821)	0.4343205655417494	0.3577263098679365	1.2142276638273888
cellular response to misfolded protein (GO:0071218)	0.4358462379207636	0.41623790810193123	1.2131549778630817
regulation of humoral immune response (GO:0002920)	0.43623040713565325	0.3825259814068741	1.2120009743871247
regulation of osteoclast differentiation (GO:0045670)	0.43647121470207456	0.4367771603591094	1.2125472745632022
response to gamma radiation (GO:0010332)	0.43649177700291064	0.40128965215934914	1.2122107350765563
Golgi organization (GO:0007030)	0.43689118862464416	0.2955796615644717	1.2105768721211625
regulation of hippo signaling (GO:0035330)	0.4369025558618145	0.41951904332164414	1.2098895405089884
positive regulation of DNA-templated transcription, elongation (GO:0032786)	0.43720953420829806	0.4021775654838103	1.210133920109615
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	0.4374145466271059	0.25072085302992697	1.2106484795449908
cardiac ventricle morphogenesis (GO:0003208)	0.43752694681302023	0.3825036754802607	1.2109472962757417
cristae formation (GO:0042407)	0.43796061875464304	-0.401279135735823	-1.3339067695779334
histone monoubiquitination (GO:0010390)	0.4385686103073609	0.40955589979245494	1.2088885621709393
positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	0.4389940361782107	0.364842669152394	1.2083267934160324
DNA-templated transcription, initiation (GO:0006352)	0.43902615601260736	0.2809957124967599	1.2076220769787065
regulation of JUN kinase activity (GO:0043506)	0.4391725207238799	0.3840407718489297	1.2062195872307016
cyclic-nucleotide-mediated signaling (GO:0019935)	0.43918541205051886	0.3881962554548028	1.205460844797997
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	0.43922902020912585	-0.4337874137840273	-1.3268682408904704
positive regulation of calcium ion transport (GO:0051928)	0.4397518190803968	0.40923799106217135	1.2076288129419703
negative regulation of proteolysis (GO:0045861)	0.439885849453793	0.3754698383876245	1.2054791602185393
regulation of osteoblast differentiation (GO:0045667)	0.4398936578679256	0.3316273991545317	1.2062210264989002
positive regulation of multicellular organismal process (GO:0051240)	0.4400702464221753	0.2725836382203203	1.2046675659414714
proteasomal protein catabolic process (GO:0010498)	0.4401947366711092	0.26755066502170055	1.2028459999131609
maintenance of blood-brain barrier (GO:0035633)	0.44020129270238506	-0.39832365480236576	-1.3273140907817247
chromatin remodeling (GO:0006338)	0.4402122386210813	0.29947767204168213	1.2042401848330277
DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	0.4404104789488673	-0.38560145158627523	-1.3252658345893702
regulation of protein modification by small protein conjugation or removal (GO:1903320)	0.44043747589409593	0.4216399966608631	1.2065953403126335
positive regulation of response to wounding (GO:1903036)	0.44045841738497543	0.4029678929573052	1.2033896219269187
regulation of canonical Wnt signaling pathway (GO:0060828)	0.440506461660636	0.2632084825907263	1.2062924121213303
anion transmembrane transport (GO:0098656)	0.44052636293532454	0.33307833212999444	1.203022394763554
zinc ion transport (GO:0006829)	0.4406887799886448	0.4578515120479107	1.2022613385195418
cotranslational protein targeting to membrane (GO:0006613)	0.4408918758537718	0.2983372176494601	1.2035214179156128
phosphatidylcholine metabolic process (GO:0046470)	0.4416370288584501	-0.361324651978828	-1.330549892534318
glial cell development (GO:0021782)	0.44208612971164635	-0.45229191855347983	-1.3285187423186569
cellular polysaccharide biosynthetic process (GO:0033692)	0.4421569616486574	-0.4487817454145605	-1.3234264925558736
epithelium development (GO:0060429)	0.44220496393729875	-0.32539424647114357	-1.327482462298265
positive regulation of cellular protein catabolic process (GO:1903364)	0.4426377808621333	0.418575969410768	1.2010725457127607
cellular response to organic substance (GO:0071310)	0.4427419880652682	-0.3355426387519233	-1.3310004501634383
dendritic spine organization (GO:0097061)	0.44314410437551943	0.4166525129965161	1.1983558312433378
translational elongation (GO:0006414)	0.44359433582511704	-0.30953079849129683	-1.328977340079465
negative regulation of hydrolase activity (GO:0051346)	0.4437534402090666	0.35214696193931355	1.1983891169232235
cellular calcium ion homeostasis (GO:0006874)	0.443973958855264	0.31572759400939887	1.199671085523824
muscle contraction (GO:0006936)	0.44400243539335554	0.32668191546637104	1.2000849312539539
regulation of protein secretion (GO:0050708)	0.4441068869933004	-0.3216211959356733	-1.3180431469388565
regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	0.4443777339394459	0.3728707407137873	1.199127672629764
positive regulation of metabolic process (GO:0009893)	0.4444634457134011	0.32044179065436545	1.1983969079312502
negative regulation of organelle assembly (GO:1902116)	0.4444835808699524	0.3620621414217691	1.1986669707620405
regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	0.44510009408009915	0.34607538070273886	1.1971762262624182
artery development (GO:0060840)	0.4453094226774192	0.4288691138774305	1.195744285366438
negative regulation of ubiquitin-protein transferase activity (GO:0051444)	0.4455806538039171	0.45522718239816884	1.1953230793804186
prostaglandin biosynthetic process (GO:0001516)	0.445678279252519	-0.4509844829410743	-1.318366929754513
regulation of programmed cell death (GO:0043067)	0.4457040211660123	0.27049885657633704	1.1959006539411612
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	0.4460956967144328	0.3134529041668619	1.1964003069971056
protein exit from endoplasmic reticulum (GO:0032527)	0.4463402614621488	0.3804411353697025	1.1959586114978793
regulation of insulin receptor signaling pathway (GO:0046626)	0.44719979163171264	-0.3905292133574285	-1.3195415257745549
positive regulation of MAPK cascade (GO:0043410)	0.4475720623000838	-0.28788385948361606	-1.3184754447655092
regulation of cellular protein metabolic process (GO:0032268)	0.4477443147621154	0.34273029872475547	1.1938422123719101
response to hydrogen peroxide (GO:0042542)	0.44804832542265705	0.36268533023374605	1.1927971234929184
positive regulation of cell cycle phase transition (GO:1901989)	0.44812782932957923	-0.49068200758349007	-1.3155842830086188
protein localization to organelle (GO:0033365)	0.4486910687719457	0.2796760179796125	1.192809260573996
N-glycan processing (GO:0006491)	0.4488845958873173	0.4291149229168626	1.1921483636656274
regulation of cellular localization (GO:0060341)	0.449143464633007	-0.36669174554441597	-1.3196583796996433
negative regulation of protein localization to plasma membrane (GO:1903077)	0.44925633774764945	0.41442266880550843	1.1928805487052758
positive regulation of B cell activation (GO:0050871)	0.44966558150553093	0.36505596069484575	1.1914843462579574
fatty acid biosynthetic process (GO:0006633)	0.45222766570328077	0.3434619037237891	1.188681069132344
wound healing (GO:0042060)	0.4524073043074395	0.3294307568663056	1.1897879290781463
positive regulation of cellular protein metabolic process (GO:0032270)	0.45255587294236016	0.29535934821971144	1.1888138516808306
membrane protein ectodomain proteolysis (GO:0006509)	0.4528565884986926	0.3995920447580353	1.1892864024559424
negative regulation of peptidase activity (GO:0010466)	0.45287228392873397	-0.37866630239784815	-1.311902787199807
defense response to Gram-positive bacterium (GO:0050830)	0.45292005016863296	0.391482812557658	1.1889677095981888
sister chromatid segregation (GO:0000819)	0.452964782949353	-0.3767710904468753	-1.3126718341174004
regulation of blood vessel endothelial cell migration (GO:0043535)	0.4554468218480116	0.3286057453545175	1.1866225372737251
histone H2A ubiquitination (GO:0033522)	0.4559355347762641	0.41471471841257634	1.186686534769226
